a\c	mol	0	1	2
0	0	[]	1.00772271355	[]
0	1	[]	1.39019089507	[]
1	0	1.3266106836	0.0	1.33467754585
1	1	1.33281866309	0.69035234804	1.3359745848
2	0	[]	1.3354782903	[]
2	1	[]	1.33570117105	[]
