b\a	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]
1	0	[]	[]	1.53816709501	[]	[]
1	1	[]	[]	0.240129485692	[]	[]
1	2	[]	[]	-0.626807225455	[]	[]
1	3	[]	[]	0.40375488188	[]	[]
2	0	[]	0.795698495645	0.376358879288	0.784907837722	[]
2	1	[]	0.251725883236	0.466461710357	0.245722637108	[]
2	2	[]	0.342028863864	0.340823998778	0.377596123128	[]
2	3	[]	0.751152567756	0.790646422639	0.74098343974	[]
3	0	[]	[]	0.181172525608	[]	[]
3	1	[]	[]	-0.444789107426	[]	[]
3	2	[]	[]	0.388999387666	[]	[]
3	3	[]	[]	0.727292986511	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]
