a\c	mol	0	1	2	3	4
0	0	[]	[]	1.6122750093	[]	[]
0	1	[]	[]	1.04717698725	[]	[]
0	2	[]	[]	1.14293466638	[]	[]
0	3	[]	[]	1.55713236369	[]	[]
1	0	[]	-0.997034659044	0.917739447303	0.795698495645	[]
1	1	[]	0.993036749656	0.00885211063147	0.251725883236	[]
1	2	[]	0.942869446534	-0.395395025262	0.342028863864	[]
1	3	[]	-1.38339749603	0.860644638147	0.751152567756	[]
2	0	3.08968676783	-0.0414469198747	0.0	0.376358879288	0.999793051066
2	1	0.735745979156	2.75815734349	-0.66962803482	0.466461710357	-0.637725870117
2	2	0.734062417859	1.47298713479	-0.539940423369	0.340823998778	-0.234087733993
2	3	0.273365424804	-0.2656991403	0.588476469833	0.790646422639	0.687542834522
3	0	[]	-1.00254000598	0.907224850241	0.784907837722	[]
3	1	[]	1.0149652691	0.00904025603943	0.245722637108	[]
3	2	[]	1.03217075245	-0.328333361406	0.377596123128	[]
3	3	[]	-1.32766968637	0.855810609081	0.74098343974	[]
4	0	[]	[]	1.60717891816	[]	[]
4	1	[]	[]	1.04677000246	[]	[]
4	2	[]	[]	1.15013427243	[]	[]
4	3	[]	[]	1.55639327038	[]	[]
