c\b	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]
1	0	[]	[]	-0.997034659044	[]	[]
1	1	[]	[]	0.993036749656	[]	[]
1	2	[]	[]	0.942869446534	[]	[]
1	3	[]	[]	-1.38339749603	[]	[]
2	0	[]	0.445231072358	0.917739447303	0.500228198916	[]
2	1	[]	-0.0709700450822	0.00885211063147	0.932770369785	[]
2	2	[]	1.03116681887	-0.395395025262	-0.306185656969	[]
2	3	[]	0.823448948904	0.860644638147	0.0292843471453	[]
3	0	[]	[]	0.795698495645	[]	[]
3	1	[]	[]	0.251725883236	[]	[]
3	2	[]	[]	0.342028863864	[]	[]
3	3	[]	[]	0.751152567756	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]
