a\c	mol	0	1	2	3	4
0	0	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]
1	0	[]	[]	0.445231072358	[]	[]
1	1	[]	[]	-0.0709700450822	[]	[]
1	2	[]	[]	1.03116681887	[]	[]
1	3	[]	[]	0.823448948904	[]	[]
2	0	[]	0.412558738379	2.53810009642	1.53816709501	[]
2	1	[]	2.76533106058	-0.0174418252256	0.240129485692	[]
2	2	[]	0.902834169701	-0.128722831191	-0.626807225455	[]
2	3	[]	0.486684993316	0.786957048838	0.40375488188	[]
3	0	[]	[]	0.429060259401	[]	[]
3	1	[]	[]	-0.0780858513871	[]	[]
3	2	[]	[]	1.08524642642	[]	[]
3	3	[]	[]	0.846775281025	[]	[]
4	0	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]
