a\c	mol	0	1	2
0	0	[]	1.10291189719	[]
0	1	[]	0.630280093113	[]
1	0	1.19172057396	0.0	1.19039121374
1	1	1.22572048816	0.556721837146	1.13349473181
2	0	[]	0.877120531652	[]
2	1	[]	1.2456494327	[]
