b\a	mol	0	1	2
0	0	[]	0.947327815456	[]
0	1	[]	0.59103674028	[]
1	0	1.10291189719	0.0	0.877120531652
1	1	0.630280093113	0.556721837146	1.2456494327
2	0	[]	0.746553779794	[]
2	1	[]	1.23471482119	[]
