c\b	mol	0	1	2
0	0	[]	1.19172057396	[]
0	1	[]	1.22572048816	[]
1	0	0.947327815456	0.0	0.746553779794
1	1	0.59103674028	0.556721837146	1.23471482119
2	0	[]	1.19039121374	[]
2	1	[]	1.13349473181	[]
