b\a	mol	0	1	2	3	4
0	0	[]	[]	0.837783356079	[]	[]
0	1	[]	[]	0.777820851951	[]	[]
0	2	[]	[]	0.840139110797	[]	[]
0	3	[]	[]	0.777639142466	[]	[]
1	0	[]	0.715694909209	0.616688457102	0.645702038447	[]
1	1	[]	0.359256805847	0.422073350304	0.694502048287	[]
1	2	[]	0.706258085926	0.610732927245	0.660763889464	[]
1	3	[]	0.515164836511	0.546105618869	0.712377141756	[]
2	0	0.792541200811	0.392637528459	0.0	0.261883436232	0.633996692773
2	1	0.546342630854	0.26833701692	0.347833853275	0.592103901151	0.766244393696
2	2	0.695267763917	0.490458255186	0.417797642324	0.498665158229	0.654723001638
2	3	0.547996960436	0.454648361986	0.519477618851	0.648612384129	0.791145548583
3	0	[]	0.69726531424	0.539103915985	0.565757456579	[]
3	1	[]	0.66969993617	0.643424171884	0.753275063487	[]
3	2	[]	0.659029535515	0.542177527886	0.611764810401	[]
3	3	[]	0.662983838533	0.666564039321	0.780866594239	[]
4	0	[]	[]	0.783256660609	[]	[]
4	1	[]	[]	0.843751578212	[]	[]
4	2	[]	[]	0.777428263081	[]	[]
4	3	[]	[]	0.850018626528	[]	[]
