b\a	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	1.56720054753	[]	[]	[]
2	1	[]	[]	[]	1.70879122571	[]	[]	[]
3	0	[]	[]	1.48684761093	1.60961643899	1.6493675994	[]	[]
3	1	[]	[]	1.73268807301	1.60407899393	1.35308737016	[]	[]
4	0	[]	[]	[]	1.84292647732	[]	[]	[]
4	1	[]	[]	[]	1.58520123459	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
