a\c	mol	0	1	2	3	4
0	0	[]	[]	0.731722857601	[]	[]
1	0	[]	0.648091017539	0.316578752589	0.63336400674	[]
2	0	0.767912312289	0.491526917595	0.0	0.491526917595	0.767912312289
3	0	[]	0.63336400674	0.316578752589	0.648091017539	[]
4	0	[]	[]	0.731722857601	[]	[]
