[[ 0.44808076 -0.12683851 -2.75703663]]
[[ 0.21265202  0.12872789  1.09729585]]
[[ 1.19995736  1.69688527  0.69356517]]
[[ 0.74529892  1.07781472 -1.36374729]]
[[-0.06667481 -0.11508863  0.24972938]]
[[-0.08878773 -0.04736923  0.35670738]]
[[-0.88795435  1.19615334 -0.6231038 ]]
[[ 0.97704271  0.44228489  0.87680138]]
[[ 0.09068885  0.08400297 -0.4063288 ]]
[[ 0.1236085   0.05809264 -0.18922257]]
[[-0.02564918 -0.87705578 -0.72581426]]
[[ 0.34833311 -0.58206625  2.3925357 ]]
[[-0.31766425 -0.94174453  1.37473857]]
[[-2.20035211  2.85796068 -1.69557323]]
