b\a	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	0.784243551335	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	0.704325105244	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.676985448411	0.642772975199	0.621298252478	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.619281966635	0.611552397782	0.636087425089	[]	[]	[]	[]
2	0	[]	[]	[]	0.624587645001	0.596115654139	0.577109944903	0.576426071312	0.581621315261	[]	[]	[]
2	1	[]	[]	[]	0.584359320925	0.572402150713	0.573940267731	0.586484889677	0.621163745529	[]	[]	[]
3	0	[]	[]	0.590622195747	0.559317865932	0.533472393401	0.537097841791	0.54126423019	0.551083548835	0.565103887409	[]	[]
3	1	[]	[]	0.556531352442	0.524636153327	0.526957690395	0.531616510265	0.553750296964	0.582547381811	0.628317716779	[]	[]
4	0	[]	0.579024377147	0.538670790689	0.487354958868	0.44576443285	0.45464699852	0.471188338014	0.514918415558	0.549089990596	0.574344086795	[]
4	1	[]	0.557007159658	0.48649733157	0.369336081837	0.284146730824	0.379824638038	0.501654071576	0.564187836681	0.60336196512	0.650987644439	[]
5	0	0.647951647666	0.605752090265	0.547950431076	0.469644073055	0.231360904454	0.0	0.230958670193	0.467806845764	0.541929602335	0.573912286158	0.598832012271
5	1	0.633877160259	0.581724832355	0.521025348877	0.406682518105	0.285917894988	0.344109808572	0.467104644058	0.52990084642	0.567783742322	0.620301940987	0.678084608377
6	0	[]	0.589151742609	0.551236819215	0.514493956525	0.469882488117	0.453050620247	0.443396028934	0.4818167029	0.511417138825	0.535135447963	[]
6	1	[]	0.597829619782	0.56046399756	0.533008067728	0.520880726904	0.509432120098	0.526053633622	0.54877112274	0.594742255426	0.655672121956	[]
7	0	[]	[]	0.576194057439	0.551745944344	0.538907817001	0.532099188466	0.523957127226	0.527033104166	0.53722822977	[]	[]
7	1	[]	[]	0.594198234342	0.571610212775	0.561209450179	0.556204712337	0.562828200808	0.597040070563	0.652586558087	[]	[]
8	0	[]	[]	[]	0.590273536147	0.573602099	0.567765028016	0.562801474683	0.565467265933	[]	[]	[]
8	1	[]	[]	[]	0.605378179442	0.590095330976	0.587744026117	0.614238887528	0.664789415075	[]	[]	[]
9	0	[]	[]	[]	[]	0.623978355776	0.608431953871	0.608756796348	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.63250360501	0.647699195799	0.694120259676	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.705486036805	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.783518366676	[]	[]	[]	[]	[]
