[[ 0.70216726 -0.02084548  0.10840254]]
[[ 0.90587008 -0.87916645 -0.07715546]]
[[ 0.2504993  -0.00250433 -0.37654158]]
[[ 0.16249069 -0.26986475 -0.62016805]]
[[ 0.1667327   0.37197036  0.0775836 ]]
[[ 0.0706031   2.12489174  0.36374809]]
[[-0.01039023  0.19753553 -0.23647098]]
[[-0.0982712   0.19887575 -0.59293866]]
[[ 0.07309985 -0.00417228  0.20432053]]
[[-0.00476764 -0.02422651  0.20227829]]
[[ 0.29666785 -0.0176965   0.84130062]]
[[-0.13355252 -0.15199213  0.56814166]]
[[ 2.83221883 -0.08592719  0.43490522]]
[[ 0.19217511 -2.16763963 -0.18753613]]
[[ 0.09185333  0.00628756 -0.77911079]]
[[-0.08337753 -0.2258045  -0.62551991]]
[[ 0.02407673  0.0019204  -0.18756362]]
[[ 0.01456018 -0.04932898 -0.21535732]]
[[-0.002422    0.0015532  -0.09171618]]
[[-0.00015343 -0.01569377 -0.09667672]]
[[ 0.33047262 -0.38657909  0.00053824]]
[[ 0.01221759 -0.23428993 -0.02529876]]
[[ 0.07369722 -0.19309813 -0.2759874 ]]
[[-0.01471316 -0.14009163 -0.14625354]]
[[-0.02589248  0.12900367  0.01436059]]
[[-0.08024196  0.21770025  0.03137359]]
[[-0.0415773   0.095337   -0.05546724]]
[[-0.0632348   0.12001235 -0.09244286]]
[[ 0.00861538  0.05221626  0.1546479 ]]
[[-0.04460911  0.05031011  0.19480843]]
[[-0.07024278  0.19347755  0.27938274]]
[[-0.23609807  0.18400074  0.38410306]]
[[-0.11303156  0.53037388  0.05522241]]
[[-0.95709355  1.01232619  0.1597712 ]]
[[-0.13751218  0.20135909 -0.2558429 ]]
[[-0.20825103  0.14636054 -0.34459616]]
[[-0.02827623  0.05686837 -0.14119972]]
[[-0.02849084  0.03029944 -0.18763747]]
[[-0.01867936  0.0211606  -0.07650935]]
[[-0.01304689  0.00879486 -0.08624541]]
[[ 0.00770132 -0.00066411  0.05351344]]
[[-0.00672262 -0.00063085  0.05341041]]
[[ 0.00564171 -0.00104612  0.09327737]]
[[-0.02026583 -0.00202904  0.08647738]]
[[ 0.02913305 -0.00314097  0.21894811]]
[[-0.04287053 -0.01471874  0.18620609]]
[[-0.08848249 -0.00615304  0.78203383]]
[[-0.22348656 -0.06296334  0.3432328 ]]
[[  1.42192893e-03  -7.35114837e-05   1.12714467e-03]]
[[-0.91039172 -0.64281808 -0.05257402]]
[[-0.29308898  0.01779059 -0.8378249 ]]
[[-0.19629453 -0.10523966 -0.36740508]]
[[-0.02543273  0.00356977 -0.21648955]]
[[-0.02683758 -0.03734959 -0.19609689]]
[[-0.01766624  0.00197997 -0.09425366]]
[[-0.01252331 -0.01202561 -0.08848714]]
[[-0.00533862  0.00111966 -0.05312998]]
[[-0.00173223 -0.00689369 -0.05533293]]
[[-0.00513147  0.00081978 -0.03489067]]
[[-0.00198658 -0.00372877 -0.03590677]]
[[ 0.03185081 -0.05639142  0.14328939]]
[[-0.02171795 -0.04291762  0.09592384]]
[[ 0.01396324 -0.19728678  0.23905762]]
[[-0.0642418  -0.0915187   0.09422852]]
[[ 0.11619099 -0.530035   -0.0526099 ]]
[[-0.06945833 -0.18730205 -0.02009775]]
[[-0.05340394 -0.18931282 -0.29513404]]
[[-0.05539121 -0.10465386 -0.11678254]]
[[-0.00506678 -0.05199084 -0.15223725]]
[[-0.01287756 -0.05605462 -0.10835449]]
[[-0.01041864 -0.01792631 -0.08062425]]
[[-0.00857263 -0.02395355 -0.06611728]]
[[ 0.02917824 -0.12860845 -0.01150218]]
[[-0.01450557 -0.07438588 -0.00752705]]
[[-0.00155159 -0.09221807 -0.07407087]]
[[-0.01686803 -0.05815097 -0.04011131]]
[[-0.32726155  0.38677843  0.00214185]]
[[-0.48033317  0.2986512   0.04533226]]
[[-0.18650084  0.14506736 -0.19397135]]
[[-0.17541613  0.08617802 -0.16641764]]
[[-0.020402   -0.00146368  0.19005381]]
[[-0.06320103 -0.00563559  0.14556823]]
[[-0.24700518  0.00273517  0.37913934]]
[[-0.18246923 -0.01750941  0.17285193]]
[[-2.82891742  0.08587348 -0.43247981]]
[[-0.46866538 -0.1118989  -0.00717638]]
[[-0.35397499  0.01534571 -0.46852857]]
[[-0.1692311  -0.037891   -0.17911674]]
[[-0.06963584  0.00456403 -0.20203382]]
[[-0.05177875 -0.02287861 -0.15084235]]
[[-0.03007693  0.00221619 -0.08824787]]
[[-0.02124319 -0.00819709 -0.07510885]]
[[-0.16316339 -0.37157053 -0.07485418]]
[[-0.10114737 -0.116497   -0.01204539]]
[[-0.12692977 -0.13110794 -0.22145369]]
[[-0.06908197 -0.06730544 -0.08050362]]
[[-0.69843724  0.02096691 -0.10569956]]
[[ -2.44365200e-01  -2.23216671e-02   2.04722692e-04]]
[[-0.24821251  0.0095546  -0.22288339]]
[[-0.12295007 -0.01210961 -0.08959495]]
