b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	3.07713680704	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	3.11871468652	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	0.668730659517	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	2.38347580785	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	1.36944338511	3.98186960557	3.45588254617	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	1.58765844424	1.88773071333	3.05378156419	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	1.21921370098	1.7073799702	1.41590876224	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	3.09833126207	1.83723919077	0.435978860985	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	3.37667682569	1.6356950737	2.9856909047	3.99217496153	3.04945222259	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.99629510398	2.44445874036	1.87437452443	2.59535760689	2.72759729521	[]	[]	[]	[]
3	2	[]	[]	[]	[]	2.29984674184	2.44948670722	0.866588700443	-0.416790107344	1.72846124108	[]	[]	[]	[]
3	3	[]	[]	[]	[]	3.93710206759	2.6857522692	2.35324848835	0.952147861312	3.73122041972	[]	[]	[]	[]
4	0	[]	[]	[]	4.06095323829	3.65052891843	2.29509048658	2.17891533258	3.28495538785	3.21915628321	4.65606137832	[]	[]	[]
4	1	[]	[]	[]	3.12856949804	2.5900995187	2.38908123794	0.853028693811	2.17441627883	2.43412338368	3.33660865877	[]	[]	[]
4	2	[]	[]	[]	2.02448496823	2.87541012789	0.920864812449	1.48967374988	1.29856540677	2.75658134921	2.07925865019	[]	[]	[]
4	3	[]	[]	[]	2.41565051622	3.72317844014	2.18264511482	2.53704441793	0.763783652755	3.42956062021	2.42753802355	[]	[]	[]
5	0	[]	[]	3.09366417588	3.41869786041	3.12695092454	2.5537527162	1.31564398359	2.67846203594	2.84831182985	3.6171016041	3.07564092795	[]	[]
5	1	[]	[]	2.52545059004	2.83495552611	2.23177407195	2.99135735582	0.729305311486	1.76553254138	2.12451137581	2.93416072161	2.51718378187	[]	[]
5	2	[]	[]	2.14434112869	2.06071671975	2.17847025707	1.63097963599	2.28385744604	1.79992004946	1.81927595913	2.08882449902	2.09619388329	[]	[]
5	3	[]	[]	3.39108161464	2.44862706225	4.0478304305	2.4408855481	2.28366678107	1.30679285563	3.64081317678	2.44673878036	3.3837280797	[]	[]
6	0	[]	3.42927298776	3.11814663234	2.94333174187	2.64196537868	2.82657455444	1.0595732102	2.2581757571	2.46586789065	2.97993350746	3.10950736472	3.42054576519	[]
6	1	[]	2.96335321953	2.18583956592	2.59739647007	1.91779480417	3.39225135699	1.52889234289	1.58482129873	1.84913706228	2.96224957116	2.19018054759	2.95581656774	[]
6	2	[]	3.44586922416	2.01391734339	2.14807502268	3.13097618402	2.46924942316	2.17246727025	1.59490021964	2.71915546086	2.16284554342	1.81894023757	3.451828806	[]
6	3	[]	3.3754406073	3.44307799945	3.0306737443	3.94954543542	2.05510080842	2.24870434969	1.89479033448	3.88157233307	3.01638515446	3.44792762949	3.37955392295	[]
7	0	[]	[]	2.91235854151	2.97871491804	2.42876918113	3.31757920725	1.42685666056	1.85198589262	2.20226259109	3.06147727874	2.9076758899	[]	[]
7	1	[]	[]	2.30722686755	2.05093591186	1.27433495782	3.34000831446	1.92622886057	1.24012922986	1.37651345574	2.0169655586	2.30555897015	[]	[]
7	2	[]	[]	2.31843999024	2.5592834695	2.69202999998	2.62727827987	2.40211621013	1.70569757975	2.44403428856	2.55560468178	2.22262208431	[]	[]
7	3	[]	[]	3.07998944275	3.4047498461	5.52967303182	2.14790462973	1.96527021911	1.72617049402	5.29130734687	3.39627977717	3.06236563646	[]	[]
8	0	[]	[]	[]	2.62169820123	1.84548575252	3.99009525729	2.0577869869	1.75466379537	1.77164358334	2.66616342439	[]	[]	[]
