b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
8	1	[]	[]	[]	2.17302162352	1.34459578135	4.17337447047	1.7382492098	0.544743232671	1.29375958857	2.3745625831	[]	[]	[]
8	2	[]	[]	[]	2.71470705627	2.97046398372	2.66248792769	2.55523113223	2.10675685785	2.69518212565	2.70358931278	[]	[]	[]
8	3	[]	[]	[]	3.13374367691	6.84188385506	1.61380573662	2.01571130648	1.51133455356	7.35044668314	3.12278010663	[]	[]	[]
9	0	[]	[]	[]	[]	1.63408338294	5.24734767864	2.77530456079	1.28736757394	1.5337278942	[]	[]	[]	[]
9	1	[]	[]	[]	[]	1.52359891594	4.51671758586	0.26810637737	1.0389813539	1.53516058377	[]	[]	[]	[]
9	2	[]	[]	[]	[]	3.08568846116	2.71206022264	2.3503304568	2.06651977517	2.97877911747	[]	[]	[]	[]
9	3	[]	[]	[]	[]	3.65125648486	1.49317942825	1.58805020664	1.5834863909	3.46299660609	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	5.61100208469	2.61688907103	1.43551381991	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	4.24510257231	2.36048967668	1.08260665522	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	2.67147999154	2.43743605146	2.56730303435	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	3.03651787439	-0.0609568470436	2.9782860809	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	3.21464696112	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	2.02877384366	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	1.84534596504	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	1.51440951782	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
