c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	-11.8476490705	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	-4.32442823605	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	3.30048219491	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	1.54614939521	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	-15.6447004474	-7.78250501639	-9.8469679438	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	-12.6162612716	-2.2132112952	1.16245988311	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	3.28781697597	1.94132102694	2.14234189823	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	3.20054221063	2.72699003657	2.63963213261	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	2.92360118732	1.4945437443	1.19496579488	2.7957667377	2.10303432679	[]	[]	[]	[]
2	1	[]	[]	[]	[]	-7.23754826384	-2.3089567826	-0.972589072226	-0.562917938469	3.64315811092	[]	[]	[]	[]
2	2	[]	[]	[]	[]	3.39115691885	3.16525757134	2.91038140286	2.80474788431	2.92353962961	[]	[]	[]	[]
2	3	[]	[]	[]	[]	1.2858781774	1.61753511435	2.53288963068	2.18097327638	1.05924455929	[]	[]	[]	[]
3	0	[]	[]	[]	-18.6837970951	-6.57728009982	-5.59698651055	-1.33953431077	1.21924993514	0.169243264571	-0.708204365654	[]	[]	[]
3	1	[]	[]	[]	2.1182742835	1.38287462873	0.847263972846	0.231216612492	2.11646074963	1.50163887224	3.42307153199	[]	[]	[]
3	2	[]	[]	[]	2.56508894883	-0.975395003983	0.931331742641	0.569668573341	1.44561008823	1.83345301695	1.50878825655	[]	[]	[]
3	3	[]	[]	[]	-0.484573918563	2.14550898582	1.93408890493	1.10094499445	0.709272930378	0.8309813418	0.287127874673	[]	[]	[]
4	0	[]	[]	-24.9588331862	-15.2441662047	-7.44919370268	-3.93949488565	-2.10617876479	0.254305464903	-0.186138243111	1.49383741031	-1.61717148297	[]	[]
4	1	[]	[]	-15.2181836117	-3.85812320845	-3.07065631121	1.12688561948	1.81703166142	-1.72737407027	0.326602149867	-0.772194875792	3.5772444633	[]	[]
4	2	[]	[]	1.1766375184	-1.02854779416	0.329522024877	1.20820202939	1.74527981231	1.79236016219	1.59845831724	1.62532128505	0.978914824169	[]	[]
4	3	[]	[]	-0.570882766085	1.96700951555	1.56801257941	1.5041944915	1.03795343744	1.06863851029	1.06576051438	0.684618421226	0.746762817951	[]	[]
5	0	[]	1.51842792443	-5.95051140797	-6.5212423804	-9.81263711448	-9.22779189551	-9.00354351978	-10.7291664192	-5.83824276024	-3.75239825654	0.879492222512	-0.91490294412	[]
5	1	[]	-18.9588293644	-9.19830948009	-10.1633231511	-8.20330318886	-7.92706273432	-6.60211454417	-1.65222417236	-1.30779479032	-1.12700412941	0.347184607373	3.53075525886	[]
5	2	[]	1.39226066866	-3.40026258706	-0.587476369783	0.264873839913	1.16757323505	1.58808407267	1.81373763011	1.81329520186	2.02198905809	1.80294233991	1.60003527904	[]
5	3	[]	-1.23805311537	2.41062893581	1.47231610016	1.36750241482	1.92185557782	1.88734870099	1.88433428158	1.67363778022	1.33691286884	1.77888631474	1.93253567922	[]
6	0	-0.386511835905	-2.18754405648	1.70621568835	3.33392277351	2.85048086124	1.80019631906	0.0	1.23855201061	0.968529724621	-0.437817080793	0.411747716332	1.47655261656	1.21831811195
6	1	3.78889378516	3.79522465983	1.2355353635	-1.4673905215	-1.69417909969	-3.91954914588	-4.17881854515	-2.72273494765	-1.42047380343	1.50592382828	-0.43912852676	1.69320834708	3.54209411852
6	2	2.24174609584	-0.481466938077	-0.482655726138	1.41297686	1.67630442126	1.22780159101	1.71259844057	1.96232639578	2.20181088333	2.30887716153	2.39565514337	2.89983993783	2.72307860463
6	3	0.598662186559	1.7837836408	1.17771977926	1.55946627844	1.62883126451	2.04815564826	2.09391096492	2.19287091399	1.97617909875	3.09945318952	3.49344590711	2.77311640262	2.44658604086
7	0	[]	3.07713680704	3.98186960557	2.9856909047	2.17891533258	1.31564398359	1.0595732102	1.42685666056	2.0577869869	2.77530456079	2.61688907103	3.21464696112	[]
7	1	[]	3.11871468652	1.88773071333	1.87437452443	0.853028693811	0.729305311486	1.52889234289	1.92622886057	1.7382492098	0.26810637737	2.36048967668	2.02877384366	[]
7	2	[]	0.668730659517	1.7073799702	0.866588700443	1.48967374988	2.28385744604	2.17246727025	2.40211621013	2.55523113223	2.3503304568	2.43743605146	1.84534596504	[]
7	3	[]	2.38347580785	1.83723919077	2.35324848835	2.53704441793	2.28366678107	2.24870434969	1.96527021911	2.01571130648	1.58805020664	-0.0609568470436	1.51440951782	[]
8	0	[]	[]	3.32399757431	3.52675475513	3.10578989636	2.71758048629	2.9131464507	2.80510963061	2.99609985851	2.91520642907	2.46199875026	[]	[]
8	1	[]	[]	3.13317204798	2.15398183462	1.25818451039	1.73190524661	1.47301417577	2.53485872082	3.27534601113	3.78451490174	3.20391901445	[]	[]
8	2	[]	[]	1.39887299522	1.29482469722	0.813962769288	2.15379111475	2.39596744647	2.54487850669	2.40817940937	2.30052140026	1.82356923079	[]	[]
8	3	[]	[]	2.04188741983	2.03449611836	2.5608201246	2.51535978374	2.19681307212	1.80805294373	1.4317106014	-0.375456277706	0.901877287765	[]	[]
9	0	[]	[]	[]	3.97402727812	4.56921829675	3.68662544046	2.68496875737	1.95709296041	0.599681692239	-0.591016245131	[]	[]	[]
9	1	[]	[]	[]	3.4779772883	2.57674320562	2.10828822571	0.926479286845	-0.239580450849	-0.947284545379	-2.65246844297	[]	[]	[]
9	2	[]	[]	[]	1.8205783264	2.14526505738	2.44877273133	2.64897028584	2.72699687664	2.45667684693	2.07992736209	[]	[]	[]
9	3	[]	[]	[]	1.96690534389	2.13106675306	2.02018935919	1.81048752536	1.66210742543	0.965387603859	1.35439692697	[]	[]	[]
10	0	[]	[]	[]	[]	1.19568568822	-2.6968185174	-0.0294208172776	1.26830068016	2.25179404133	[]	[]	[]	[]
10	1	[]	[]	[]	[]	1.01404520877	1.92118837598	2.24370242339	1.20179114756	-2.00212428262	[]	[]	[]	[]
10	2	[]	[]	[]	[]	-0.254600137078	1.40044207234	2.09955604486	2.25994689303	2.50408314837	[]	[]	[]	[]
10	3	[]	[]	[]	[]	2.92831311282	2.72543860433	2.48215109704	2.68482700757	2.29042136249	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	0.742751372949	2.4850401505	3.03453429784	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	2.35556025568	2.42978174663	1.53676139727	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	2.28231146612	2.52303039592	2.68298713045	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	3.13252711735	3.00774890048	2.81209572452	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	2.80863379112	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	3.18157901276	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	2.92671360694	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	3.10288963509	[]	[]	[]	[]	[]	[]
