a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
8	0	[]	[]	[]	3.44843385139	2.60781932048	2.55866491415	2.3541455358	2.20226259109	2.57576111042	2.97793566835	[]	[]	[]
8	1	[]	[]	[]	3.40927529669	2.79990513933	2.38598483458	1.98870666918	1.37651345574	1.34988801475	1.828791645	[]	[]	[]
8	2	[]	[]	[]	5.28071604473	3.09304423305	3.22211927272	2.45093174966	2.44403428856	5.25447891137	3.05746032579	[]	[]	[]
8	3	[]	[]	[]	2.82880940514	4.53773176663	2.11820611192	5.29751947744	5.29130734687	6.56906760329	3.08509350389	[]	[]	[]
9	0	[]	[]	[]	[]	19.590365122	3.26577526551	2.44086851892	3.06147727874	3.80745699136	[]	[]	[]	[]
9	1	[]	[]	[]	[]	5.02714908204	7.8765038147	3.30283662177	2.0169655586	2.30683205486	[]	[]	[]	[]
9	2	[]	[]	[]	[]	2.68458112892	2.38076959091	2.38201539747	2.55560468178	2.70672460673	[]	[]	[]	[]
9	3	[]	[]	[]	[]	2.49749656014	2.41023196575	-1.3072283822	3.39627977717	3.08788602026	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	1.56884324468	2.38299019307	2.9076758899	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	3.46930886553	2.45353792554	2.30555897015	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	1.71303269453	2.81247571038	2.22262208431	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	2.47216522253	-0.509664876035	3.06236563646	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	3.49006976516	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	3.76741284792	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	2.92192780862	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	3.14244731476	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
