a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	3.50299113915	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	3.76997196857	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	2.91682794936	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	3.13761818583	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	1.57895969334	2.39265440167	2.91235854151	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	3.45065254801	2.44835550537	2.30722686755	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	1.85887213106	2.8612418067	2.31843999024	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	2.46842313757	0.458183934912	3.07998944275	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	14.0122518889	2.9469240029	2.44080042256	2.97871491804	3.51318385258	[]	[]	[]	[]
3	1	[]	[]	[]	[]	4.77802575962	5.93411338478	2.75038580652	2.05093591186	2.28737147703	[]	[]	[]	[]
3	2	[]	[]	[]	[]	2.57455839734	2.33586688681	2.35501196748	2.5592834695	2.72026509829	[]	[]	[]	[]
3	3	[]	[]	[]	[]	2.42622615343	2.38131559534	-1.49355997502	3.4047498461	3.11103576639	[]	[]	[]	[]
4	0	[]	[]	[]	3.13019791049	2.48489587933	2.4300952685	2.23472807543	2.42876918113	2.68663015245	3.03823667221	[]	[]	[]
4	1	[]	[]	[]	3.5540956314	2.52094761643	2.21851936303	2.01047646175	1.27433495782	1.46338838202	2.02270902997	[]	[]	[]
4	2	[]	[]	[]	3.8872242882	2.70126639839	3.0632885814	2.50353224346	2.69202999998	4.26125985802	3.10881209158	[]	[]	[]
4	3	[]	[]	[]	2.44791562117	3.03737448414	2.20583816074	3.8336608192	5.52967303182	4.85283042058	3.1002371056	[]	[]	[]
5	0	[]	[]	-0.483163831927	2.38917675927	2.5187288498	2.69822844379	3.03708041008	3.31757920725	3.043162912	2.79370569514	2.67307900199	[]	[]
5	1	[]	[]	3.71493980192	1.03687270406	2.01314893377	2.52176432579	3.04433464731	3.34000831446	5.24127933774	4.04009562754	1.98493992541	[]	[]
5	2	[]	[]	0.989610504603	2.62837724162	-1.20642350495	0.438330832401	1.27944045655	2.62727827987	2.68929932009	2.38558182486	2.87187740535	[]	[]
5	3	[]	[]	2.74013923006	0.842341141039	-1.1955419936	1.54972483475	2.19216470049	2.14790462973	1.75574418194	-0.0947681670545	2.47618418376	[]	[]
6	0	[]	-9.8469679438	2.7957667377	1.21924993514	0.254305464903	-10.7291664192	1.23855201061	1.42685666056	2.80510963061	1.95709296041	1.26830068016	3.03453429784	[]
6	1	[]	1.16245988311	-0.562917938469	2.11646074963	-1.72737407027	-1.65222417236	-2.72273494765	1.92622886057	2.53485872082	-0.239580450849	1.20179114756	1.53676139727	[]
6	2	[]	2.14234189823	2.80474788431	1.44561008823	1.79236016219	1.81373763011	1.96232639578	2.40211621013	2.54487850669	2.72699687664	2.25994689303	2.68298713045	[]
6	3	[]	2.63963213261	2.18097327638	0.709272930378	1.06863851029	1.88433428158	2.19287091399	1.96527021911	1.80805294373	1.66210742543	2.68482700757	2.81209572452	[]
7	0	[]	[]	2.36847936785	2.57779264515	2.14602553485	1.86883436474	1.82712816271	1.85198589262	2.38021747802	2.85545085909	3.25617914837	[]	[]
7	1	[]	[]	3.629629131	2.36721871574	2.12045695533	1.42502572247	1.3252968032	1.24012922986	1.49000333273	1.94012135763	2.2524389667	[]	[]
7	2	[]	[]	2.15936391822	2.42110621367	2.86528896294	2.5727331555	2.30992659712	1.70569757975	1.49869321031	2.3077340458	2.53883368984	[]	[]
7	3	[]	[]	2.15808420247	2.17783688029	2.07252429437	1.93531527017	1.73124547226	1.72617049402	2.00760425574	2.86577429659	3.30505621059	[]	[]
