c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	-2.71008391832	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	3.74040134213	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	1.90179490208	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	-0.430360431449	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	-0.928451896785	0.28573183376	-0.483163831927	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	-2.08518162203	-0.174412261925	3.71493980192	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	3.46653790277	0.443878070506	0.989610504603	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	2.88781979171	2.55400677561	2.74013923006	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.36615853808	2.10593616325	1.76995614669	2.38917675927	1.74601646682	[]	[]	[]	[]
3	1	[]	[]	[]	[]	0.584322183613	1.06059280493	1.16085563193	1.03687270406	3.0405433717	[]	[]	[]	[]
3	2	[]	[]	[]	[]	3.50656220751	2.86541006561	2.61060510302	2.62837724162	2.7824081418	[]	[]	[]	[]
3	3	[]	[]	[]	[]	-1.69081665863	-0.389980272392	2.50037497045	0.842341141039	-2.140397624	[]	[]	[]	[]
4	0	[]	[]	[]	1.29069725229	2.27948301467	2.36085167321	2.54299416941	2.5187288498	2.6347719233	2.52514266614	[]	[]	[]
4	1	[]	[]	[]	2.55327637178	2.41802758054	2.38720030795	2.25898225848	2.01314893377	2.13434467541	2.80427852674	[]	[]	[]
4	2	[]	[]	[]	1.81119447999	-7.51545585328	-2.90536605747	-3.7640601219	-1.20642350495	0.274168413042	-0.796098585722	[]	[]	[]
4	3	[]	[]	[]	-9.79775984411	0.537898288195	0.231467659132	-2.57736164229	-1.1955419936	0.418878422967	-0.0699952231021	[]	[]	[]
5	0	[]	[]	2.00511033077	2.17160072924	2.24486577704	2.65904325962	2.74455322921	2.69822844379	2.79577408967	2.59450157056	2.46695573174	[]	[]
5	1	[]	[]	1.85667938478	2.34469636917	2.53282949345	2.47199138556	2.12050430116	2.52176432579	2.5198879199	2.11616217632	2.91409045985	[]	[]
5	2	[]	[]	-1.02992921305	-11.5175822518	-5.63662140582	-2.6774083233	0.87125630995	0.438330832401	0.673796264678	1.06049591029	0.88506288213	[]	[]
5	3	[]	[]	-5.8080539128	2.64135283475	-0.775795196103	-0.0342138498272	1.02381577664	1.54972483475	0.938525235551	1.44970692075	2.50037991557	[]	[]
6	0	[]	0.149149167489	0.221508714988	1.62507127693	2.37765575233	2.3596978111	2.6357695243	3.03708041008	3.28675590961	3.69179875965	3.73559649419	3.87843748585	[]
6	1	[]	2.34233428664	2.64193009854	2.42101645232	2.50405358207	2.59958274893	2.98300850748	3.04433464731	2.56707592836	2.7902554092	2.99955225928	3.12509622606	[]
6	2	[]	0.0785371315328	-2.87658324543	-2.93071510192	1.58261568039	1.01108270377	-0.367686686055	1.27944045655	2.08757724173	2.57816483539	2.81277367451	2.72761415891	[]
6	3	[]	1.07707246614	2.50300858119	0.82864706107	1.01793072423	2.22107799966	2.45435784544	2.19216470049	1.99320237529	-0.583104757984	-2.114154714	2.14397716096	[]
7	0	[]	[]	1.36944338511	1.6356950737	2.29509048658	2.5537527162	2.82657455444	3.31757920725	3.99009525729	5.24734767864	5.61100208469	[]	[]
7	1	[]	[]	1.58765844424	2.44445874036	2.38908123794	2.99135735582	3.39225135699	3.34000831446	4.17337447047	4.51671758586	4.24510257231	[]	[]
7	2	[]	[]	1.21921370098	2.44948670722	0.920864812449	1.63097963599	2.46924942316	2.62727827987	2.66248792769	2.71206022264	2.67147999154	[]	[]
7	3	[]	[]	3.09833126207	2.6857522692	2.18264511482	2.4408855481	2.05510080842	2.14790462973	1.61380573662	1.49317942825	3.03651787439	[]	[]
