b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	-0.386511835905	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	3.78889378516	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	2.24174609584	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	0.598662186559	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	0.149149167489	-2.18754405648	2.92148087323	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	2.34233428664	3.79522465983	3.27002313775	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	0.0785371315328	-0.481466938077	3.53372271997	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	1.07707246614	1.7837836408	1.67458098919	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	3.37341300921	0.221508714988	1.70621568835	3.4854225709	3.22316732202	[]	[]	[]	[]
2	1	[]	[]	[]	[]	3.03180051348	2.64193009854	1.2355353635	3.08065396118	2.97193386366	[]	[]	[]	[]
2	2	[]	[]	[]	[]	2.97562226442	-2.87658324543	-0.482655726138	3.21808687479	3.18916575971	[]	[]	[]	[]
2	3	[]	[]	[]	[]	2.31657942942	2.50300858119	1.17771977926	0.663487135765	2.03948452163	[]	[]	[]	[]
3	0	[]	[]	[]	9.21089707679	3.83345523211	1.62507127693	3.33392277351	3.2813426768	3.56333865165	11.8137410576	[]	[]	[]
3	1	[]	[]	[]	3.3266982462	2.93519733626	2.42101645232	-1.4673905215	2.34967485015	2.98848899023	3.49289447948	[]	[]	[]
3	2	[]	[]	[]	2.80986606155	2.77208718282	-2.93071510192	1.41297686	3.05189786529	2.6064719696	2.80153450609	[]	[]	[]
3	3	[]	[]	[]	2.02474074453	1.92103644674	0.82864706107	1.55946627844	2.58310647839	1.99211282938	2.08931793675	[]	[]	[]
4	0	[]	[]	2.94898800292	10.8309174806	3.2487256339	2.37765575233	2.85048086124	2.85006436566	3.13716207558	14.3359275179	2.89074200521	[]	[]
4	1	[]	[]	2.97537265459	3.21826126004	2.38679699626	2.50405358207	-1.69417909969	1.89457125114	2.42130510849	3.28731197007	2.9562535143	[]	[]
4	2	[]	[]	2.34671371411	1.95605896151	2.72679221553	1.58261568039	1.67630442126	1.81984185263	2.75480607906	2.04963834938	2.21346602462	[]	[]
4	3	[]	[]	1.97858371687	1.08790107395	3.07279986711	1.01793072423	1.62883126451	2.34797430614	3.32111397342	1.17494950865	1.76946883582	[]	[]
5	0	[]	3.34841272961	3.5851591024	7.10449455527	2.70784572211	2.3596978111	1.80019631906	2.57959280304	2.69223567781	8.83581286229	3.52208484459	3.3356712535	[]
5	1	[]	2.93714381494	2.92713003622	2.37317934842	2.26055252735	2.59958274893	-3.91954914588	1.64740805857	2.40229871176	2.37094572389	2.9090190553	2.93134683798	[]
5	2	[]	4.14561861374	2.39098833709	2.16829341255	2.5183579079	1.01108270377	1.22780159101	2.1759053624	2.34645550551	2.24970067882	2.36997995116	4.15875255744	[]
5	3	[]	4.52560192074	0.285842303086	1.84513924113	2.82381536074	2.22107799966	2.04815564826	1.78947054092	3.08279653605	1.8998563563	-0.462826743165	4.53184535868	[]
6	0	5.08056000036	3.9279381143	3.21595692949	2.96467574512	2.4362557957	2.6357695243	0.0	2.212489877	2.42860254317	3.03041251398	3.17531625827	3.90704377162	5.08059739969
6	1	3.94139558813	2.70897994222	2.34274861111	2.17549356627	2.19662669166	2.98300850748	-4.17881854515	1.32728192401	2.37398164211	2.16351240729	2.33966769393	2.70666680386	3.93370362837
6	2	4.04604416212	2.65611840148	2.5781090171	2.09411298758	2.42560540864	-0.367686686055	1.71259844057	2.62165342779	2.34737385434	2.13160643147	2.57520442432	2.65948829588	4.04170322947
6	3	4.76106514683	4.19408818629	1.88165700596	0.948505285292	3.22603130685	2.45435784544	2.09391096492	1.64206211606	4.10563229468	1.02182561349	1.42326353482	4.19862983665	4.76132692528
7	0	[]	3.50299113915	2.39265440167	2.44080042256	2.23472807543	3.03708041008	1.23855201061	1.82712816271	2.3541455358	2.44086851892	2.38299019307	3.49006976516	[]
7	1	[]	3.76997196857	2.44835550537	2.75038580652	2.01047646175	3.04433464731	-2.72273494765	1.3252968032	1.98870666918	3.30283662177	2.45353792554	3.76741284792	[]
7	2	[]	2.91682794936	2.8612418067	2.35501196748	2.50353224346	1.27944045655	1.96232639578	2.30992659712	2.45093174966	2.38201539747	2.81247571038	2.92192780862	[]
7	3	[]	3.13761818583	0.458183934912	-1.49355997502	3.8336608192	2.19216470049	2.19287091399	1.73124547226	5.29751947744	-1.3072283822	-0.509664876035	3.14244731476	[]
8	0	[]	[]	2.44013725138	2.28555428005	2.04007291833	3.28675590961	0.968529724621	1.43829805754	2.16100895912	2.25604018041	2.43216588122	[]	[]
8	1	[]	[]	3.39667506599	2.62586454683	1.9386749425	2.56707592836	-1.42047380343	1.59289965617	2.06390635614	2.9219593309	3.37856957335	[]	[]
8	2	[]	[]	2.81045843415	1.83938580696	2.82345867092	2.08757724173	2.20181088333	2.21619597961	3.0197471819	1.89827439711	2.72687674432	[]	[]
8	3	[]	[]	1.87619206582	-2.43052498914	3.52149046703	1.99320237529	1.97617909875	1.62016793634	5.96913252481	-2.18657136247	1.55182228129	[]	[]
9	0	[]	[]	[]	2.16517108202	1.83322278608	3.69179875965	-0.437817080793	1.32389544168	1.88743592319	2.30180252176	[]	[]	[]
9	1	[]	[]	[]	3.30683572452	2.30244369572	2.7902554092	1.50592382828	1.23862864101	2.32696867376	3.31813140061	[]	[]	[]
9	2	[]	[]	[]	1.78971853919	3.40350981459	2.57816483539	2.30887716153	2.31907929417	4.56997255687	1.83843583223	[]	[]	[]
9	3	[]	[]	[]	1.69320753047	2.12184376934	-0.583104757984	3.09945318952	2.58281011939	4.7063461144	1.75476297991	[]	[]	[]
10	0	[]	[]	[]	[]	1.68498376224	3.73559649419	0.411747716332	1.29666954965	1.75925609201	[]	[]	[]	[]
10	1	[]	[]	[]	[]	3.23509072678	2.99955225928	-0.43912852676	1.78783548496	3.20715377915	[]	[]	[]	[]
10	2	[]	[]	[]	[]	3.05904486396	2.81277367451	2.39565514337	2.09727611656	4.68470566896	[]	[]	[]	[]
10	3	[]	[]	[]	[]	3.07217936374	-2.114154714	3.49344590711	4.60203939826	3.18067204591	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	3.87843748585	1.47655261656	1.14975724092	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	3.12509622606	1.69320834708	3.68393557023	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	2.72761415891	2.89983993783	2.55822138965	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	2.14397716096	2.77311640262	3.20293647834	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	1.21831811195	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	3.54209411852	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	2.72307860463	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	2.44658604086	[]	[]	[]	[]	[]	[]
