c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	1.13133129167	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	3.42446674845	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	3.62900855733	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	1.73251941607	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	2.28694409353	2.42564531772	2.36847936785	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	1.60136777328	2.22569318673	3.629629131	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	2.98338850539	2.35910715973	2.15936391822	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	2.74921432644	2.26966153719	2.15808420247	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.25143359666	3.24055806187	3.03727786347	2.57779264515	2.55310871171	[]	[]	[]	[]
3	1	[]	[]	[]	[]	2.91253826691	2.70882043447	2.47353959518	2.36721871574	3.43505686826	[]	[]	[]	[]
3	2	[]	[]	[]	[]	2.96802030609	2.39043142159	2.41188334857	2.42110621367	2.54273210622	[]	[]	[]	[]
3	3	[]	[]	[]	[]	2.41683538639	2.42504491626	2.08253705578	2.17783688029	2.37257063562	[]	[]	[]	[]
4	0	[]	[]	[]	0.663002785235	1.61192845124	1.67205953697	2.05354430617	2.14602553485	2.11293476802	1.41239605391	[]	[]	[]
4	1	[]	[]	[]	2.12863042118	2.3713218575	2.07482333194	1.85146783427	2.12045695533	1.79579947703	3.48082874977	[]	[]	[]
4	2	[]	[]	[]	3.05231557645	3.01397417374	3.06029997062	2.96070020619	2.86528896294	2.53290216761	2.61946423485	[]	[]	[]
4	3	[]	[]	[]	4.70416746031	2.4644945224	2.60247490406	2.58027170498	2.07252429437	1.85048136898	1.73129304485	[]	[]	[]
5	0	[]	[]	2.31327752056	2.06748727279	2.30051235552	2.22623299332	1.96111960393	1.86883436474	1.66282619476	2.17413510342	1.59625801186	[]	[]
5	1	[]	[]	1.38307245409	1.98147176026	1.83326670409	1.90307511526	1.79232100796	1.42502572247	1.47056590601	1.47327300807	3.510147389	[]	[]
5	2	[]	[]	3.57639753059	4.19188091337	3.85557624627	3.26334728266	2.22768881816	2.5727331555	2.5614002591	2.40216320351	2.22640132141	[]	[]
5	3	[]	[]	3.25825400095	2.37865905368	2.84002085394	2.57806786918	2.25216957567	1.93531527017	2.24721453709	2.19330636233	1.87334901895	[]	[]
6	0	[]	2.92148087323	3.4854225709	3.2813426768	2.85006436566	2.57959280304	2.212489877	1.82712816271	1.43829805754	1.32389544168	1.29666954965	1.14975724092	[]
6	1	[]	3.27002313775	3.08065396118	2.34967485015	1.89457125114	1.64740805857	1.32728192401	1.3252968032	1.59289965617	1.23862864101	1.78783548496	3.68393557023	[]
6	2	[]	3.53372271997	3.21808687479	3.05189786529	1.81984185263	2.1759053624	2.62165342779	2.30992659712	2.21619597961	2.31907929417	2.09727611656	2.55822138965	[]
6	3	[]	1.67458098919	0.663487135765	2.58310647839	2.34797430614	1.78947054092	1.64206211606	1.73124547226	1.62016793634	2.58281011939	4.60203939826	3.20293647834	[]
7	0	[]	[]	3.45588254617	3.99217496153	3.28495538785	2.67846203594	2.2581757571	1.85198589262	1.75466379537	1.28736757394	1.43551381991	[]	[]
7	1	[]	[]	3.05378156419	2.59535760689	2.17441627883	1.76553254138	1.58482129873	1.24012922986	0.544743232671	1.0389813539	1.08260665522	[]	[]
7	2	[]	[]	1.41590876224	-0.416790107344	1.29856540677	1.79992004946	1.59490021964	1.70569757975	2.10675685785	2.06651977517	2.56730303435	[]	[]
7	3	[]	[]	0.435978860985	0.952147861312	0.763783652755	1.30679285563	1.89479033448	1.72617049402	1.51133455356	1.5834863909	2.9782860809	[]	[]
8	0	[]	[]	[]	3.85057382022	4.34558159209	3.43751551781	2.74003352468	2.38021747802	2.06229353284	2.02287834896	[]	[]	[]
