a\c	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	1.59134487062	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	0.856096120948	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	-1.32677985401	0.277243527808	-1.15138987622	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.437321780678	-0.249851592104	0.441432322104	[]	[]	[]	[]
2	0	[]	[]	[]	0.799641995042	-0.0798142561325	-0.360704242938	-0.0668931387426	0.809903948703	[]	[]	[]
2	1	[]	[]	[]	0.341830141608	0.173206743255	-0.880765306887	0.175407000464	0.346724790175	[]	[]	[]
3	0	[]	[]	1.97148754744	0.266342665893	-0.713914873861	-0.720710078111	-0.637494244691	0.276052255853	1.96726679657	[]	[]
3	1	[]	[]	0.676824237474	0.198274290045	-1.15851451344	-1.70735030476	-1.02901807102	0.197449259202	0.675270912479	[]	[]
4	0	[]	0.0695670013264	0.373209253997	0.196523422981	-0.293443024722	-1.46586691187	-0.261675427655	0.231512670929	0.373596534831	0.0690915689586	[]
4	1	[]	0.288286342849	0.227826137769	-0.0366290995247	-2.45858236143	-2.96891573854	-2.23092346256	-0.0307310516543	0.227009141803	0.287438836653	[]
5	0	0.269085257696	0.214317539365	0.277938468147	0.055143420187	-0.337496684721	0.0	-0.305066931459	0.0561408158813	0.277836690737	0.213290545488	0.268392992522
5	1	0.282676349706	0.243893545933	0.244252531301	-0.0115128079385	-0.442819806165	-1.38941815096	-0.384402040739	-0.00821645557958	0.244833434843	0.242785411166	0.281877827628
6	0	[]	0.249344814371	0.228512112669	0.129244102312	-2.12314274309	1.1229080507	-1.96943262084	0.135967716076	0.228790846394	0.248065284894	[]
6	1	[]	0.0649805455821	0.745498905938	0.088737202864	-0.459568451109	-0.0165166771113	-0.404304533406	0.0943117533363	0.748300542696	0.0638294364564	[]
7	0	[]	[]	0.654246427267	0.159753502546	-0.959897717183	2.18824573633	-0.881938756712	0.167990678553	0.653336428678	[]	[]
7	1	[]	[]	1.45423746857	0.328603057173	-1.07928875973	1.10970443013	-0.979253594515	0.331454325072	1.45317451336	[]	[]
8	0	[]	[]	[]	0.235017557607	-0.0492836146997	2.42511803417	-0.0444829840403	0.245502692931	[]	[]	[]
8	1	[]	[]	[]	0.896549919252	0.794686834358	1.02236761747	0.737642006756	0.899553870147	[]	[]	[]
9	0	[]	[]	[]	[]	0.601439469161	1.8826174846	0.593501657105	[]	[]	[]	[]
9	1	[]	[]	[]	[]	2.06825631618	0.0631842285897	1.93843960112	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	1.73886348042	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.223015665353	[]	[]	[]	[]	[]
