c\b	mol	0	1	2	3	4	5	6	7	8	9	10
0	0	[]	[]	[]	[]	[]	0.269085257696	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	0.282676349706	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	0.876228983877	0.214317539365	0.391236737488	[]	[]	[]	[]
1	1	[]	[]	[]	[]	0.35953375702	0.243893545933	0.852196703272	[]	[]	[]	[]
2	0	[]	[]	[]	1.05260740328	0.628953456222	0.277938468147	0.310699387794	0.423942950646	[]	[]	[]
2	1	[]	[]	[]	0.416996559233	0.0848055039384	0.244252531301	1.45178862302	1.30540908105	[]	[]	[]
3	0	[]	[]	0.76989518805	0.0405140429907	-0.435277773798	0.055143420187	-0.137691129553	-0.358122447998	0.44268785222	[]	[]
3	1	[]	[]	0.474111054226	0.146503290851	-0.412352858699	-0.0115128079385	-0.84499199786	0.10735635548	0.449778493714	[]	[]
4	0	[]	0.837092087141	1.10299104891	-0.872689018137	-0.76366627156	-0.337496684721	-3.30326128494	-2.70692030427	0.204616665649	0.24188653999	[]
4	1	[]	0.549149397555	0.593437696149	-1.14375838948	-2.27843085985	-0.442819806165	-1.17891118463	-2.60818499146	0.328042630762	-0.608562237531	[]
5	0	0.393463412687	-0.349787430663	0.141526063731	2.35755343395	0.572934820487	0.0	-2.24073495873	-1.41696372975	-0.192075953466	0.100017904994	0.71181548324
5	1	-0.0946377867486	0.688817229433	1.29760580191	4.67283602735	0.894118022002	-1.38941815096	-0.869159444631	-0.611001982573	0.0551625760464	1.31380394975	0.67081474617
6	0	[]	0.808287261866	1.0860731007	-0.804099902588	-0.714485964334	-0.305066931459	-2.9662240614	-2.37605209721	0.215338635129	0.263120733857	[]
6	1	[]	0.538077355942	0.561490796706	-1.08400612236	-2.13707868215	-0.384402040739	-1.01983179947	-2.31835284927	0.309040912338	-0.593058988678	[]
7	0	[]	[]	0.753522440641	0.0568843811644	-0.418404204988	0.0561408158813	-0.143308714131	-0.352591636138	0.431531647188	[]	[]
7	1	[]	[]	0.468463358152	0.156379993686	-0.386894819443	-0.00821645557958	-0.852515788394	0.107065609574	0.469593181956	[]	[]
8	0	[]	[]	[]	1.04836000407	0.633159419649	0.277836690737	0.312570290016	0.425872365226	[]	[]	[]
8	1	[]	[]	[]	0.416102527088	0.08612836961	0.244833434843	1.45703106958	1.30335399915	[]	[]	[]
9	0	[]	[]	[]	[]	0.875078931137	0.213290545488	0.39036390149	[]	[]	[]	[]
9	1	[]	[]	[]	[]	0.35831694165	0.242785411166	0.851484911421	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.268392992522	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	0.281877827628	[]	[]	[]	[]	[]
