b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	2.6534896914	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.01180861236	[]	[]	[]	[]
3	0	[]	[]	[]	1.69112330826	2.2243485391	2.37564385345	[]	[]	[]
3	1	[]	[]	[]	2.14939892007	1.68128629305	2.05455783319	[]	[]	[]
4	0	[]	[]	3.60723376375	1.9899847904	1.88063956348	1.82257506148	2.2333051571	[]	[]
4	1	[]	[]	2.30359745301	1.83962993584	1.84764791905	2.33935603811	3.02244892549	[]	[]
5	0	[]	[]	[]	2.68269687977	1.92197981738	2.87507117175	[]	[]	[]
5	1	[]	[]	[]	2.92133610453	3.06676285345	3.56966379546	[]	[]	[]
6	0	[]	[]	[]	[]	2.03093211071	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.90367510218	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
