c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	2.444711582	[]	[]	[]	[]
3	1	[]	[]	[]	[]	1.96804439898	[]	[]	[]	[]
4	0	[]	[]	[]	4.40613142086	2.29297203566	0.888107881096	[]	[]	[]
4	1	[]	[]	[]	2.17989387032	1.72856188669	-1.10211410971	[]	[]	[]
5	0	[]	[]	[]	[]	2.46096549785	[]	[]	[]	[]
5	1	[]	[]	[]	[]	1.97295239293	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
