c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	3.60723376375	[]	[]	[]	[]
2	1	[]	[]	[]	[]	2.30359745301	[]	[]	[]	[]
3	0	[]	[]	[]	1.32134759696	1.87635376675	1.33648098345	[]	[]	[]
3	1	[]	[]	[]	1.3406441907	1.80313668283	0.956905816096	[]	[]	[]
4	0	[]	[]	2.26855098276	3.34326276385	0.925837378337	0.405374627069	-1.31560777852	[]	[]
4	1	[]	[]	2.02975103464	1.72662466009	0.634071838463	-1.46263815349	-0.748579653306	[]	[]
5	0	[]	[]	[]	1.34783596266	1.89425635919	1.33217681964	[]	[]	[]
5	1	[]	[]	[]	1.36411392669	1.80365769806	0.945964676929	[]	[]	[]
6	0	[]	[]	[]	[]	3.60695735125	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.30500708684	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
