a\c	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	4.40613142086	[]	[]	[]	[]
1	1	[]	[]	[]	[]	2.17989387032	[]	[]	[]	[]
2	0	[]	[]	[]	1.32134759696	3.34326276385	1.34783596266	[]	[]	[]
2	1	[]	[]	[]	1.3406441907	1.72662466009	1.36411392669	[]	[]	[]
3	0	[]	[]	1.69112330826	1.39422593377	1.1872684443	1.42675489226	1.69313079045	[]	[]
3	1	[]	[]	2.14939892007	1.76253745355	0.180900556533	1.76684664775	2.15224466226	[]	[]
4	0	[]	2.47778237911	2.2243485391	1.13641899662	0.738622103193	1.16736055481	2.2267993361	2.47784204604	[]
4	1	[]	1.96221445513	1.68128629305	1.15392191606	-0.567604991805	1.17950615049	1.6822623061	1.96206751735	[]
5	0	[]	[]	2.37564385345	1.37733197619	0.714282417112	1.39869700457	2.37748160893	[]	[]
5	1	[]	[]	2.05455783319	1.39292671786	0.85443748377	1.41130393737	2.05584270554	[]	[]
6	0	[]	[]	[]	0.890623139049	-0.75015441119	0.914456889711	[]	[]	[]
6	1	[]	[]	[]	1.15131544681	0.330837895572	1.16953250053	[]	[]	[]
7	0	[]	[]	[]	[]	-0.396997927365	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.372475661622	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
