b\a	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	2.44164624567	[]	[]	[]	[]
0	1	[]	[]	[]	[]	1.90165937447	[]	[]	[]	[]
1	0	[]	[]	[]	2.28873851469	2.33113641031	1.85348375934	[]	[]	[]
1	1	[]	[]	[]	2.14528925709	1.94802905948	1.32209487941	[]	[]	[]
2	0	[]	[]	2.26855098276	2.16104894773	1.0534301655	1.40215568673	0.432827572812	[]	[]
2	1	[]	[]	2.02975103464	1.80361420547	0.75100520071	-0.157771556725	-0.224630463864	[]	[]
3	0	[]	4.40613142086	3.34326276385	1.1872684443	0.738622103193	0.714282417112	-0.75015441119	-0.396997927365	[]
3	1	[]	2.17989387032	1.72662466009	0.180900556533	-0.567604991805	0.85443748377	0.330837895572	0.372475661622	[]
4	0	2.74794494923	2.29297203566	0.925837378337	0.713995780513	0.0	-0.464395326618	0.645391208807	1.58342872891	1.93817152316
4	1	2.43230525873	1.72856188669	0.634071838463	-0.62402658832	0.515976764471	0.891022205065	0.728553927739	2.13786386119	2.68137972075
5	0	[]	0.888107881096	0.405374627069	0.586573608208	-0.692127392567	0.75057867521	1.72683539897	1.71129759835	[]
5	1	[]	-1.10211410971	-1.46263815349	0.824716906429	0.658734656972	0.715651224579	2.44279799934	2.89342286413	[]
6	0	[]	[]	-1.31560777852	-1.2233844857	0.096684768037	1.68988495241	1.72186375132	[]	[]
6	1	[]	[]	-0.748579653306	0.467892234916	0.284413694281	2.38419535588	1.99021869076	[]	[]
7	0	[]	[]	[]	0.25230637533	1.93565651267	1.81565497138	[]	[]	[]
7	1	[]	[]	[]	0.77025200105	1.99781816036	1.81724400926	[]	[]	[]
8	0	[]	[]	[]	[]	1.95062362789	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.17229804413	[]	[]	[]	[]
