c\b	mol	0	1	2	3	4	5	6	7	8
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	1.6703107348	[]	[]	[]	[]
1	1	[]	[]	[]	[]	1.89379966349	[]	[]	[]	[]
2	0	[]	[]	[]	1.69112330826	1.9899847904	2.68269687977	[]	[]	[]
2	1	[]	[]	[]	2.14939892007	1.83962993584	2.92133610453	[]	[]	[]
3	0	[]	[]	1.94599026382	1.39422593377	1.78638330828	1.25835895674	0.549824074733	[]	[]
3	1	[]	[]	1.57291726678	1.76253745355	1.55788678558	1.28106968216	1.12394126959	[]	[]
4	0	[]	2.28873851469	2.16104894773	1.1872684443	0.713995780513	0.586573608208	-1.2233844857	0.25230637533	[]
4	1	[]	2.14528925709	1.80361420547	0.180900556533	-0.62402658832	0.824716906429	0.467892234916	0.77025200105	[]
5	0	[]	[]	1.93206842475	1.42675489226	1.81280087558	1.24588698854	0.530860172911	[]	[]
5	1	[]	[]	1.59848466099	1.76684664775	1.564053337	1.26785524559	1.1006718829	[]	[]
6	0	[]	[]	[]	1.69313079045	1.99100630283	2.68624159683	[]	[]	[]
6	1	[]	[]	[]	2.15224466226	1.84032352967	2.92550034098	[]	[]	[]
7	0	[]	[]	[]	[]	1.67084916884	[]	[]	[]	[]
7	1	[]	[]	[]	[]	1.89393681081	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	[]	[]	[]
