c\b	mol	0	1	2	3	4	5	6
0	0	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	1.5625771833	[]	[]	[]
2	1	[]	[]	[]	1.36050101425	[]	[]	[]
3	0	[]	[]	1.39891943693	1.63311291818	1.82007737872	[]	[]
3	1	[]	[]	1.35455937399	1.96782667126	1.82453182333	[]	[]
4	0	[]	[]	[]	1.44069405106	[]	[]	[]
4	1	[]	[]	[]	1.25928823522	[]	[]	[]
5	0	[]	[]	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	[]	[]	[]
6	1	[]	[]	[]	[]	[]	[]	[]
